id,text,date_est,business_hours,cal_week
769,"I hope Republicans ; the American people realize that the totally partisan Impeachment Hoax is exacty that, a Hoax. Read the Transcripts, listen to what the President ; Foreign Minister of Ukraine said (“No Pressure”). Nothing will ever satisfy the Do Nothing, Radical Left Dems!",2020-02-03T16:42:38Z,business hours,5
770,"I grew up in New York City and, over many years, got to watch how GREAT NYC’s “Finest” are. Now, because of weak leadership at Governor ; Mayor, stand away (water thrown at them) regulations, and lack of support, our wonderful NYC police are under assault. Stop this now!",2020-02-09T15:18:09Z,business hours,6
771,"Thank you, keep up the great work!",2020-03-04T23:49:47Z,business hours,10
772, Congratulations to Mark is a dedicated public servant. He'll do a great job for President Trump and our co…,2020-03-31T15:02:53Z,business hours,13
773,"If you like automobils, how can you vote for a Democrat who all want to get rid of cars, as quickly as possible, especially if they are powered by gasoline. Remember also, no more than one car per family. I, on the other hand, have new plants being built all over Michigan, Plus!",2020-03-10T21:29:14Z,business hours,10
774,“The only thing we got wrong is that it was even worse (the corruption) than we thought.” DIY COPS!,2020-05-01T00:54:46Z,business hours,18
775," If President had promised an economy this good while he was a candidate, the media would've lost its mind.…",2020-02-09T15:20:28Z,business hours,6
776,"....and then helped to fund them...And zero progress was made on curbing those activities, until Trump droned Soleimani...Plainly, Trump is not a warmonger. He’s a deal maker ; his record is that of someone who uses our military might as a deterrent, unleashes it with....",2020-01-12T14:26:51Z,business hours,2
777, Watch win big in N.H. on Tuesday and see Uncle Joe have a tough night.,2020-02-09T15:20:17Z,business hours,6
778," This video posted is triggering Pelosi and so many Democrats, it’s definitely worth sharing!",2020-02-09T15:20:03Z,business hours,6
779," Thank you, keep up the great work!",2020-03-05T00:15:32Z,business hours,10
780," BOOM: obliterates CNN ⬇️ ""I want to keep the country calm."" The coronavirus ""will go away."" ""We're…",2020-03-31T15:10:19Z,business hours,13
781,"If you like automobiles, how can you vote for a Democrat who all want to get rid of cars, as quickly as possible, especially if they are powered by gasoline. Remember also, no more than one car per family. I, on the other hand, have new plants being built all over Michigan, Plus!",2020-03-10T21:31:54Z,business hours,10
782, Congress has agreed to provide $ Billion to fight Coronavirus! This means and will have the…,2020-03-05T00:16:07Z,business hours,10
783,"....discretion, and only as a last resort.” Thank you to the great Michael Goodwin. Could not have said it better myself!",2020-01-12T14:26:51Z,business hours,2
784, . is Ultimately Responsible for Dirty Investigation into,2020-05-01T00:55:36Z,business hours,18
785,"I will NEVER allow our great Second Amendment to go unproted, not even a little bit!",2020-01-20T20:12:03Z,business hours,3
786,MAKE AMERICA GREAT AGAIN!,2020-02-03T16:52:16Z,business hours,5
787,"Republicans in Iowa, go out and Caucus today. Your great Trade Deals with China, Mexico, Canada, Japan, South Korea and more, are DONE. Great times are coming, after waiting for decades, for our Farmers, Ranchers, Manufacturers and ALL. Nobody else could have pulled this off!",2020-02-03T16:51:40Z,business hours,5
788,KEEP AMERICA GREAT!,2020-02-03T16:52:48Z,business hours,5
789," The National Association of Manufacturers is giving Ivanka Trump an award for supporting manufacturing! Congrats,",2020-02-09T15:21:02Z,business hours,6
790, LIVE: President Addresses the Nation,2020-01-08T16:43:03Z,business hours,2
791,"All is well! Missiles launched from Iran at two military bases located in Iraq. Assessment of casualties , damages taking place now. So far, so good! We have the most powerful and well equipped military anywhere in the world, by far! I will be making a statement tomorrow morning.",2020-01-08T02:45:24Z,non-business hours,2
792,"This is a direct ; dangerous threat to the U.S. Supreme Court by Schumer. If a Republican did this, he or she would be arrested, or impeached. Serious action MUST be taken NOW!",2020-03-05T00:21:01Z,business hours,10
793, A greamfort to the City during /. It is once again a greamfort. Thank you ⁦,2020-03-31T15:12:29Z,business hours,13
794,"Best unemployment numbers in the history of our Country. Best employment number EVER, almost million people working right now. Vote Republican, unless you want to see these numbers obliterated!",2020-03-10T21:59:35Z,business hours,10
795, Does anyone else find it strange: Just three days after Attorney General Barr announces the DOJ will prosecute hoarders…,2020-03-31T15:11:54Z,business hours,13
796," WATCH: Despite looking down at his notes during his TV interview, Joe Biden was still unable to make any sense.",2020-03-31T15:11:29Z,business hours,13
797, Something seems rotten in Flynn's case — my column ...,2020-05-01T01:01:44Z,non-business hours,18
798,Where’s the Whistleblower? Where’s the second Whistleblower? Where’s the Informer? Why did Corrupt poliian Schiff MAKE UP my conversation with the Ukrainian President??? Why didn’t the House do its job? And sooo much more!,2020-02-03T17:03:03Z,business hours,5
799, Fact Check: Zero Pinocchios,2020-02-09T15:23:12Z,business hours,6
800,"Michael Goodwin, New York Post: “Trump’s peace through strength philosophy is what America needs. His (John Kerry) claim bears no relation to reality. The Agreement didn’reate opportunities for America ; other signatories to confront Iran’s malign activities. It overlooked....",2020-01-12T14:26:50Z,business hours,2
801," Donald Trump donated his salary to fight the virus, Nancy Pelosi asked for a raise. This is all you really need to know.",2020-03-31T15:13:06Z,business hours,13
802,Nancy can’t fix it. The Do Nothing Dems have done great harm to our Country!,2020-01-20T23:03:10Z,business hours,3
803,THANK YOU MISSISSIPPI! #KAG,2020-03-11T00:52:39Z,business hours,11
804, President and Vice President met with airline CEOs earlier to discuss the impact of the Corona…,2020-03-05T00:28:24Z,business hours,10
805," Tremendous work by While the rest of the media was credulous and lazy about this case, it dug in with real rep…",2020-05-01T01:45:56Z,non-business hours,18
806, Our nation boasts a proud legacy in the auto industry. USMCA is a BIG WIN for American automakers!,2020-01-31T14:34:51Z,business hours,5
807, Bernie Sanders turned his back on America’s workers by voting against the USMCA trade deal. Reminder:,2020-01-17T13:27:19Z,non-business hours,3
808,"“Pelosi has made a mockery of Impeachment. Her Arles are so weak. But more importantly, she thought she could extort the Senate. She couldn’t.” The Do Nothing Democrats are really run by the Radical Left. Too bad!",2020-01-12T15:25:08Z,business hours,2
809,Retired Four Star General Jack Keane will recieve the PRESIDENTIAL MEDAL OF FREEDOM next week!,2020-03-05T00:32:50Z,business hours,10
810," Unemployment is LOW for ALL Americans because of President Trump: 🔥% African American unemployment—before POTUS, African America…",2020-02-09T15:25:13Z,business hours,6
811,THANK YOU MISSOURI! #KAG,2020-03-11T00:55:26Z,business hours,11
812, The CCP’s Military-Civil Fusion strategy blurs the distinction between Chinese military ; civilian end-users. I commend t…,2020-05-01T01:46:47Z,non-business hours,18
813,THANK YOU MICHIGAN! #KAG,2020-03-11T01:07:05Z,non-business hours,11
814," With interest rates for the United States being at ZERO, this is the time to do our decades long awaited Infrastructur…",2020-03-31T16:04:24Z,business hours,13
815,Many people do not know what a great guy ; fantas polial talent the great Rush Limbaugh is. There is nobody like him. Looking for a speedy recovery for our friend!,2020-02-04T03:20:08Z,non-business hours,5
816," FACT: The USMCA will support , jobs in New Hshire, including , manufacturing jobs. Bernie Sanders still vot…",2020-02-09T15:25:50Z,business hours,6
817, I watched a portion of low rated (very) Morning Psycho (Joe) this Morning in order to see what Nancy Pelosi had to say…,2020-03-31T16:04:11Z,business hours,13
818,"There can be few things worse in a civilized, law abiding nation, than a United States Senator openly, and for all to see and hear, threatening the Supreme Court or its Juses. This is what Chuck Schumer just did. He must pay a severe price for this!",2020-03-05T01:03:06Z,business hours,10
819,Great idea. This phony Impeachment Hoax should not even be allowed to proceed. Did NOTHING wrong. Just a partisan vote. Zero Republicans. Never happened before!,2020-01-12T15:30:20Z,business hours,2
820, NEW: Ron Johnson says he’ll likely release an interim report within next - months on his cmte’s Biden probe. He in…,2020-03-05T01:08:44Z,business hours,10
821,"Great news! American families will now be able to buy safer, more affordable, and environmentally friendly cars with our new SAFE VEHICLES RULE. Get rid of those old, unsafe clunkers. Build better and safer American cars and create American jobs. Buy American!",2020-03-31T19:50:29Z,business hours,13
822,"....(which is under siege), is strong on Crime and the Border, and truly LOVES our Military and our Vets. He will be a great Senator for the people of Alabama. Coach Tommy Tuberville, a winner, has my Complete and Total Endorsement. I love Alabama!",2020-03-11T01:54:14Z,non-business hours,11
823,"Tommy Tuberville ( is running for the U.S. Senate from the Great State of Alabama. Tommy was a terrific head football coach at Auburn University. He is a REAL LEADER who will never let MAGA/KAG, or our Country, down! Tommy will prot your Second Amendment....",2020-03-11T01:54:13Z,non-business hours,11
824," witnesses. , documents. video clips. The Senate carried out our constitutional duty FAIRLY, and",2020-02-04T03:23:01Z,non-business hours,5
825," Stanage ""The Clouds Are Darkening for the Democra Party""",2020-02-09T15:26:33Z,business hours,6
826,"Why did Nervous Nancy allow corrupt poliian Shifty Schiff to lie before Congress? He must be a Witness, and so should she!",2020-01-12T16:13:56Z,business hours,2
